路線,路線名稱,站序,中文站點名稱,經度,緯度,去回,英文站點名稱
151,新市政中心- 朝陽科技大學,21,霧峰,120.698675,24.064103,去程,Wufeng
151,新市政中心- 朝陽科技大學,22,中正草湖路口,120.6989,24.067,去程,Zhongzheng-Caohu Intersection
151,新市政中心- 朝陽科技大學,23,甲寅,120.69928,24.0697,去程,Jiayin
151,新市政中心- 朝陽科技大學,24,霧峰農工,120.699863,24.073315,去程,Wufeng Agricultural and Industrial Vocational High School
151,新市政中心- 朝陽科技大學,25,霧峰分局,120.7011,24.0758,去程,Wufeng Police Precinct
151,新市政中心- 朝陽科技大學,26,全陽社區,120.7070875,24.07648076,去程,Quanchang Community
151,新市政中心- 朝陽科技大學,27,吉峰社區,120.710985,24.076938,去程,Jifeng Community
151,新市政中心- 朝陽科技大學,28,台影文化城,120.715078,24.077073,去程,Taiying Wenhuacheng
151,新市政中心- 朝陽科技大學,29,吉峰里,120.71533,24.076322,去程,Jifeng Village
151,新市政中心- 朝陽科技大學,30,吉峰東路口,120.714578,24.075047,去程,Jifeng E. Rd.
151,新市政中心- 朝陽科技大學,31,吉峰東自強路口,120.715046,24.073747,去程,Jifeng E. -Ziqiang Intersection
151,新市政中心- 朝陽科技大學,32,朝陽科技大學,120.715612,24.069975,去程,Chaoyang University of Technology
151,新市政中心- 朝陽科技大學,1,朝陽科技大學,120.715515,24.070408,回程,Chaoyang University of Technology
151,新市政中心- 朝陽科技大學,2,吉峰東自強路口,120.715046,24.073747,回程,Jifeng E. -Ziqiang Intersection
151,新市政中心- 朝陽科技大學,3,吉峰東路口,120.714578,24.075047,回程,Jifeng E. Rd.
151,新市政中心- 朝陽科技大學,4,吉峰里,120.71533,24.076322,回程,Jifeng Village
151,新市政中心- 朝陽科技大學,5,台影文化城,120.715078,24.077073,回程,Taiying Wenhuacheng
151,新市政中心- 朝陽科技大學,6,吉峰社區,120.710985,24.076938,回程,Jifeng Community
151,新市政中心- 朝陽科技大學,7,全陽社區,120.7070875,24.07648076,回程,Quanchang Community
151,新市政中心- 朝陽科技大學,8,霧峰分局,120.7011,24.0758,回程,Wufeng Police Precinct
151,新市政中心- 朝陽科技大學,9,霧峰農工,120.699863,24.073315,回程,Wufeng Agricultural and Industrial Vocational High School
151,新市政中心- 朝陽科技大學,10,甲寅,120.69928,24.0697,回程,Jiayin
151,新市政中心- 朝陽科技大學,11,中正草湖路口,120.6989,24.067,回程,Zhongzheng-Caohu Intersection
151,新市政中心- 朝陽科技大學,12,霧峰,120.698675,24.064103,回程,Wufeng
151,新市政中心- 朝陽科技大學,13,霧峰郵局,120.69847,24.062517,回程,Wufeng Post Office
151,新市政中心- 朝陽科技大學,14,教育部國教署,120.698067,24.059738,回程,Ministry of Education
151,新市政中心- 朝陽科技大學,15,霧峰國小,120.69793,24.05764,回程,Wu Feng El. School
151,新市政中心- 朝陽科技大學,16,省議會,120.697213,24.055475,回程,T.P.C.C.
151,新市政中心- 朝陽科技大學,17,八德橋,120.694028,24.049502,回程,Bade Bridge
151,新市政中心- 朝陽科技大學,18,坑口里(光復新村),120.692176,24.045367,回程,Kengkou Village(Guangfuxincun)
151,新市政中心- 朝陽科技大學,19,光復國中小(柳豐路),120.68992,24.043059,回程,Guang Fu Junior High adnd El. School (Liufong Rd)
151,新市政中心- 朝陽科技大學,20,王厝,120.688596,24.043765,回程,Wangcuo
151,新市政中心- 朝陽科技大學,21,亞洲大學安藤館,120.687562,24.046621,回程,Asia University Ando Museum
151,新市政中心- 朝陽科技大學,22,新厝路550巷口,120.686478,24.049335,回程,Xincuo Rd. 550 Ln.
151,新市政中心- 朝陽科技大學,23,福新柳豐路口,120.684974,24.051657,回程,Fuxin - Liufeng Intersection
151,新市政中心- 朝陽科技大學,24,亞大醫院,120.686426,24.05344,回程,Asia University Hospital
151,新市政中心- 朝陽科技大學,25,林森福新路口,120.6953,24.0584,回程,Linsen-Fuxin Intersection
151,新市政中心- 朝陽科技大學,26,林森中正路口,120.696,24.0554,回程,Linsen-Zhongzheng Intersection
151,新市政中心- 朝陽科技大學,27,高鐵臺中站,120.615897,24.111169,回程,HSR Taichung Station
151,新市政中心- 朝陽科技大學,28,朝馬2(臺灣大道),120.6356,24.1722,回程,Chaoma 2 (Taiwan Boulevard)
151,新市政中心- 朝陽科技大學,29,朝馬(臺灣大道),120.637167,24.170592,回程,Chaoma (Taiwan Boulevard)
151,新市政中心- 朝陽科技大學,30,秋紅谷(朝陽橋),120.63957,24.16852,回程,Maple Garden(Chaoyang Bridge)
151,新市政中心- 朝陽科技大學,31,新光三越,120.64431,24.16537,回程,Shin Kong Mitsukoshi Department Store
151,新市政中心- 朝陽科技大學,32,臺中市政府,120.64738,24.16364,回程,Taichung City Hall
151,新市政中心- 朝陽科技大學,33,市警局,120.6475854,24.15935279,回程,Taichung City Police Bureau
151A,朝陽科技大學 - 新市政中心,1,朝陽科技大學,120.715515,24.070408,去程,Chaoyang University of Technology
151A,朝陽科技大學 - 新市政中心,2,吉峰東自強路口,120.715046,24.073747,去程,Jifeng E. -Ziqiang Intersection
151A,朝陽科技大學 - 新市政中心,3,吉峰東路口,120.714578,24.075047,去程,Jifeng E. Rd.
151A,朝陽科技大學 - 新市政中心,4,吉峰里,120.71533,24.076322,去程,Jifeng Village
151A,朝陽科技大學 - 新市政中心,5,台影文化城,120.715078,24.077073,去程,Taiying Wenhuacheng
151A,朝陽科技大學 - 新市政中心,6,吉峰社區,120.710985,24.076938,去程,Jifeng Community
151A,朝陽科技大學 - 新市政中心,7,全陽社區,120.7070875,24.07648076,去程,Quanchang Community
151A,朝陽科技大學 - 新市政中心,8,霧峰分局,120.7011,24.0758,去程,Wufeng Police Precinct
151A,朝陽科技大學 - 新市政中心,9,霧峰農工,120.699863,24.073315,去程,Wufeng Agricultural and Industrial Vocational High School
151A,朝陽科技大學 - 新市政中心,10,甲寅,120.69928,24.0697,去程,Jiayin
151A,朝陽科技大學 - 新市政中心,11,中正草湖路口,120.6989,24.067,去程,Zhongzheng-Caohu Intersection
151A,朝陽科技大學 - 新市政中心,12,霧峰,120.698675,24.064103,去程,Wufeng
151A,朝陽科技大學 - 新市政中心,13,霧峰郵局,120.69847,24.062517,去程,Wufeng Post Office
151A,朝陽科技大學 - 新市政中心,14,教育部國教署,120.698067,24.059738,去程,Ministry of Education
151A,朝陽科技大學 - 新市政中心,15,霧峰國小,120.69793,24.05764,去程,Wu Feng El. School
151A,朝陽科技大學 - 新市政中心,16,省議會,120.697213,24.055475,去程,T.P.C.C.
151A,朝陽科技大學 - 新市政中心,17,高鐵臺中站,120.615897,24.111169,去程,HSR Taichung Station
151A,朝陽科技大學 - 新市政中心,18,朝馬2(臺灣大道),120.6356,24.1722,去程,Chaoma 2 (Taiwan Boulevard)
151A,朝陽科技大學 - 新市政中心,19,朝馬(臺灣大道),120.637167,24.170592,去程,Chaoma (Taiwan Boulevard)
151A,朝陽科技大學 - 新市政中心,20,秋紅谷(朝陽橋),120.63957,24.16852,去程,Maple Garden(Chaoyang Bridge)
151A,朝陽科技大學 - 新市政中心,21,新光三越,120.64431,24.16537,去程,Shin Kong Mitsukoshi Department Store
151A,朝陽科技大學 - 新市政中心,22,臺中市政府,120.64738,24.16364,去程,Taichung City Hall
151A,朝陽科技大學 - 新市政中心,23,市警局,120.6475854,24.15935279,去程,Taichung City Police Bureau
158,高鐵臺中站 - 朝陽科技大學,1,高鐵臺中站,120.615897,24.111169,去程,HSR Taichung Station
158,高鐵臺中站 - 朝陽科技大學,2,光日站,120.626632,24.10880165,去程,Guangri Stop
158,高鐵臺中站 - 朝陽科技大學,3,九德(建國路),120.63425,24.11078,去程,Jiude(  Jianguo Rd.)
158,高鐵臺中站 - 朝陽科技大學,4,大慶火車站,120.647835,24.11912833,去程,Daqing Station
158,高鐵臺中站 - 朝陽科技大學,5,中山醫學大學(建國北路),120.6518447,24.12166408,去程,Chungshan Med. U.(Jianguo N. Rd.)
158,高鐵臺中站 - 朝陽科技大學,6,崇倫,120.6565762,24.12464571,去程,Chong Lun
158,高鐵臺中站 - 朝陽科技大學,7,民興公園(執行分署),120.664646,24.128256,去程,Minxing Park
158,高鐵臺中站 - 朝陽科技大學,8,公館(三民路),120.6696067,24.13289833,去程,Gongguan(Sanmin Rd.)
158,高鐵臺中站 - 朝陽科技大學,9,三民林森路口,120.672477,24.135557,去程,Sanmin-Linsen Intersection
158,高鐵臺中站 - 朝陽科技大學,10,忠孝國小,120.6740633,24.13723,去程,Chuna-Hsiao El. School
158,高鐵臺中站 - 朝陽科技大學,11,臺中科大民生校區,120.676037,24.138995,去程,NTCUST
158,高鐵臺中站 - 朝陽科技大學,12,美榮藥局,120.678286,24.141217,去程,Mei Rong Pharmacy
158,高鐵臺中站 - 朝陽科技大學,13,光復國小(三民路),120.680694,24.143535,去程,Guang Fu El. School(Sanmin Rd.)
158,高鐵臺中站 - 朝陽科技大學,14,臺中公園(公園路),120.682537,24.143817,去程,Taichung Park(Gongyuan Rd.)
158,高鐵臺中站 - 朝陽科技大學,15,公園自由路口,120.6839117,24.14265833,去程,Gongyuan-Ziyou Intersection
158,高鐵臺中站 - 朝陽科技大學,16,干城站,120.68581,24.142003,去程,Gancheng Station
158,高鐵臺中站 - 朝陽科技大學,17,臺中火車站,120.68301,24.136313,去程,Taichung Railway Station
158,高鐵臺中站 - 朝陽科技大學,18,第三市場,120.6838383,24.132775,去程,The Third Market
158,高鐵臺中站 - 朝陽科技大學,19,臺中國小,120.6850967,24.13037333,去程,Taichung  El. School
158,高鐵臺中站 - 朝陽科技大學,20,興大附農(臺中路),120.684403,24.127492,去程,Taichung Agri. H.S. (Taichung Rd.)
158,高鐵臺中站 - 朝陽科技大學,21,南門仔,120.684058,24.12568,去程,Nanmenzi
158,高鐵臺中站 - 朝陽科技大學,22,明德高中(臺中路),120.684187,24.12273,去程,Mingder Senior High School(Taichung Rd.)
158,高鐵臺中站 - 朝陽科技大學,23,興大二村,120.68177,24.12244,去程,Xingda 2nd Village
158,高鐵臺中站 - 朝陽科技大學,24,中興大學(國光路),120.6793967,24.12132833,去程,Chung Hsing U. (Guoguang Rd.)
158,高鐵臺中站 - 朝陽科技大學,25,國光忠明南路口,120.67915,24.1183,去程,Guoguang-Zhongming S. Intersection
158,高鐵臺中站 - 朝陽科技大學,26,國光橋,120.679183,24.11585,去程,Guoguang Bridge
158,高鐵臺中站 - 朝陽科技大學,27,國光東興路口,120.6789351,24.1136295,去程,Guoguang-Dongxing Intersection
158,高鐵臺中站 - 朝陽科技大學,28,大里仁愛醫院(東榮路),120.679883,24.109667,去程,Dali Ren-Ai Hospital ( Dongrong Rd.)
158,高鐵臺中站 - 朝陽科技大學,29,興大附中(東榮路),120.6834412,24.11007473,去程,NCHU Affiliated Senior High Schooll ( Dongrong Rd.)
158,高鐵臺中站 - 朝陽科技大學,30,大里地政事務所,120.6856459,24.1103881,去程,Da Li Land Offices
158,高鐵臺中站 - 朝陽科技大學,31,大里公園,120.687992,24.1102,去程,Dali Park
158,高鐵臺中站 - 朝陽科技大學,32,中興大里路口,120.690013,24.108695,去程,Zhongxue-Dali Intersection
158,高鐵臺中站 - 朝陽科技大學,33,立人高中,120.689406,24.105839,去程,Lizen Senior High School
158,高鐵臺中站 - 朝陽科技大學,34,下內新,120.688637,24.102568,去程,Xianeixin
158,高鐵臺中站 - 朝陽科技大學,35,兒童藝術館(中興路),120.6879,24.10002,去程,Taichung English & Art Museum
158,高鐵臺中站 - 朝陽科技大學,36,大突寮(中興路),120.686942,24.097347,去程,Datuliao (Zhongxing Rd.)
158,高鐵臺中站 - 朝陽科技大學,37,仁化中興路口,120.6913912,24.09195663,去程,Renhua-Zhongxing Intersection
158,高鐵臺中站 - 朝陽科技大學,38,仁化至善路口,120.6954575,24.09601139,去程,Renhua-Zhishan  Intersection
158,高鐵臺中站 - 朝陽科技大學,39,仁化慈德路口,120.698749,24.096515,去程,Renhua-Cide Intersection
158,高鐵臺中站 - 朝陽科技大學,40,仁化里,120.700913,24.096175,去程,Renhua Village
158,高鐵臺中站 - 朝陽科技大學,41,仁化仁愛路口,120.703453,24.096048,去程,Renhua-Renai Intersection
158,高鐵臺中站 - 朝陽科技大學,42,仁化仁城路口,120.7070017,24.09521808,去程,Renhua-Rencheng  Rd. Intersection
158,高鐵臺中站 - 朝陽科技大學,43,百姓公廟,120.709622,24.094408,去程,Baixinggong Temple
158,高鐵臺中站 - 朝陽科技大學,44,修平科技大學,120.713917,24.09515,去程,Hsiuping University
158,高鐵臺中站 - 朝陽科技大學,45,車站前,120.717065,24.094488,去程,Front Station
158,高鐵臺中站 - 朝陽科技大學,46,金田公司,120.7192004,24.09414073,去程,Jintian Co.
158,高鐵臺中站 - 朝陽科技大學,47,和大公司,120.721542,24.092512,去程,Heda Co.
158,高鐵臺中站 - 朝陽科技大學,48,大愛一村,120.728043,24.091383,去程,Da-ai 1st Village
158,高鐵臺中站 - 朝陽科技大學,49,健民國小,120.727767,24.089733,去程,Jam-Ming El. School
158,高鐵臺中站 - 朝陽科技大學,50,吉峰國小,120.718405,24.079662,去程,Gi-Fon Elementary School
158,高鐵臺中站 - 朝陽科技大學,51,交叉點,120.717042,24.077641,去程,Intersection
158,高鐵臺中站 - 朝陽科技大學,52,吉峰里,120.7149303,24.07615751,去程,Jifeng Village
158,高鐵臺中站 - 朝陽科技大學,53,吉峰東路口,120.714578,24.075047,去程,Jifeng E. Rd.
158,高鐵臺中站 - 朝陽科技大學,54,吉峰東自強路口,120.715046,24.073747,去程,Jifeng E. -Ziqiang Intersection
158,高鐵臺中站 - 朝陽科技大學,55,朝陽科技大學,120.715612,24.069975,去程,Chaoyang University of Technology
158,高鐵臺中站 - 朝陽科技大學,1,朝陽科技大學,120.715515,24.070408,回程,Chaoyang University of Technology
158,高鐵臺中站 - 朝陽科技大學,2,吉峰東自強路口,120.715164,24.074051,回程,Jifeng E. -Ziqiang Intersection
158,高鐵臺中站 - 朝陽科技大學,3,吉峰東路口,120.714578,24.075047,回程,Jifeng E. Rd.
158,高鐵臺中站 - 朝陽科技大學,4,吉峰里,120.7149303,24.07615751,回程,Jifeng Village
158,高鐵臺中站 - 朝陽科技大學,5,交叉點,120.717042,24.077641,回程,Intersection
158,高鐵臺中站 - 朝陽科技大學,6,吉峰國小,120.718405,24.079662,回程,Gi-Fon Elementary School
158,高鐵臺中站 - 朝陽科技大學,7,健民國小,120.727767,24.089733,回程,Jam-Ming El. School
158,高鐵臺中站 - 朝陽科技大學,8,大愛一村,120.7279122,24.09144732,回程,Da-ai 1st Village
158,高鐵臺中站 - 朝陽科技大學,9,和大公司,120.7214427,24.09263243,回程,Heda Co.
158,高鐵臺中站 - 朝陽科技大學,10,金田公司,120.7192004,24.09414073,回程,Jintian Co.
158,高鐵臺中站 - 朝陽科技大學,11,車站前,120.717065,24.094488,回程,Front Station
158,高鐵臺中站 - 朝陽科技大學,12,修平科技大學,120.7137716,24.09507116,回程,Hsiuping University
158,高鐵臺中站 - 朝陽科技大學,13,百姓公廟,120.709622,24.094408,回程,Baixinggong Temple
158,高鐵臺中站 - 朝陽科技大學,14,仁化仁城路口,120.7068408,24.09525725,回程,Renhua-Rencheng  Rd. Intersection
158,高鐵臺中站 - 朝陽科技大學,15,仁化仁愛路口,120.703453,24.096048,回程,Renhua-Renai Intersection
158,高鐵臺中站 - 朝陽科技大學,16,仁化里,120.70079,24.096273,回程,Renhua Village
158,高鐵臺中站 - 朝陽科技大學,17,仁化慈德路口,120.698191,24.096681,回程,Renhua-Cide Intersection
158,高鐵臺中站 - 朝陽科技大學,18,仁化至善路口,120.6955755,24.09634438,回程,Renhua-Zhishan  Intersection
158,高鐵臺中站 - 朝陽科技大學,19,仁化中興路口,120.6913161,24.0920056,回程,Renhua-Zhongxing Intersection
158,高鐵臺中站 - 朝陽科技大學,20,大突寮(中興路),120.686942,24.097347,回程,Datuliao (Zhongxing Rd.)
158,高鐵臺中站 - 朝陽科技大學,21,兒童藝術館(中興路),120.6879,24.10002,回程,Taichung English & Art Museum
158,高鐵臺中站 - 朝陽科技大學,22,下內新,120.6884408,24.10271028,回程,Xianeixin
158,高鐵臺中站 - 朝陽科技大學,23,立人高中,120.689406,24.105839,回程,Lizen Senior High School
158,高鐵臺中站 - 朝陽科技大學,24,中興大里路口,120.690013,24.108695,回程,Zhongxue-Dali Intersection
158,高鐵臺中站 - 朝陽科技大學,25,大里公園,120.687351,24.110275,回程,Dali Park
158,高鐵臺中站 - 朝陽科技大學,26,大里地政事務所,120.6856459,24.1103881,回程,Da Li Land Offices
158,高鐵臺中站 - 朝陽科技大學,27,興大附中(東榮路),120.6834412,24.11007473,回程,NCHU Affiliated Senior High Schooll ( Dongrong Rd.)
158,高鐵臺中站 - 朝陽科技大學,28,大里仁愛醫院(國光路),120.679883,24.109667,回程,Dali Ren-Ai Hospital (Guoguang Rd.)
158,高鐵臺中站 - 朝陽科技大學,29,國光東興路口,120.6789351,24.1136295,回程,Guoguang-Dongxing Intersection
158,高鐵臺中站 - 朝陽科技大學,30,國光橋,120.679467,24.115883,回程,Guoguang Bridge
158,高鐵臺中站 - 朝陽科技大學,31,國光忠明南路口,120.67915,24.1183,回程,Guoguang-Zhongming S. Intersection
158,高鐵臺中站 - 朝陽科技大學,32,中興大學(國光路),120.6792483,24.12134833,回程,Chung Hsing U. (Guoguang Rd.)
158,高鐵臺中站 - 朝陽科技大學,33,興大二村,120.681381,24.122428,回程,Xingda 2nd Village
158,高鐵臺中站 - 朝陽科技大學,34,明德高中(南門路),120.68374,24.12239333,回程,Mingder Senior High School(Nanmen Rd.)
158,高鐵臺中站 - 朝陽科技大學,35,南門仔,120.6842458,24.12529196,回程,Nanmenzi
158,高鐵臺中站 - 朝陽科技大學,36,興大附農(臺中路),120.684403,24.127492,回程,Taichung Agri. H.S. (Taichung Rd.)
158,高鐵臺中站 - 朝陽科技大學,37,臺中國小,120.685058,24.13029,回程,Taichung  El. School
158,高鐵臺中站 - 朝陽科技大學,38,第三市場,120.6836717,24.132765,回程,The Third Market
158,高鐵臺中站 - 朝陽科技大學,39,臺中火車站,120.683912,24.136519,回程,Taichung Railway Station
158,高鐵臺中站 - 朝陽科技大學,40,干城站,120.686055,24.14094,回程,Gancheng Station
158,高鐵臺中站 - 朝陽科技大學,41,臺中公園(自由路),120.685648,24.143232,回程,Taichung Park (Ziyou Rd.)
158,高鐵臺中站 - 朝陽科技大學,42,公園自由路口,120.683965,24.14276,回程,Gongyuan-Ziyou Intersection
158,高鐵臺中站 - 朝陽科技大學,43,光復國小(三民路),120.681354,24.144189,回程,Guang Fu El. School(Sanmin Rd.)
158,高鐵臺中站 - 朝陽科技大學,44,第二市場(三民路),120.6800033,24.14267667,回程,2nd Market (Sanmin Rd.)
158,高鐵臺中站 - 朝陽科技大學,45,美榮藥局,120.678653,24.141577,回程,Mei Rong Pharmacy
158,高鐵臺中站 - 朝陽科技大學,46,臺中科大民生校區,120.676037,24.138995,回程,NTCUST
158,高鐵臺中站 - 朝陽科技大學,47,忠孝國小,120.6740933,24.137095,回程,Chuna-Hsiao El. School
158,高鐵臺中站 - 朝陽科技大學,48,三民林森路口,120.672477,24.135557,回程,Sanmin-Linsen Intersection
158,高鐵臺中站 - 朝陽科技大學,49,公館(三民路),120.6696033,24.13271167,回程,Gongguan(Sanmin Rd.)
158,高鐵臺中站 - 朝陽科技大學,50,民興公園(執行分署),120.664646,24.128256,回程,Minxing Park
158,高鐵臺中站 - 朝陽科技大學,51,崇倫,120.6565762,24.12464571,回程,Chong Lun
158,高鐵臺中站 - 朝陽科技大學,52,中山醫學大學(建國北路),120.6521559,24.12145355,回程,Chungshan Med. U.(Jianguo N. Rd.)
158,高鐵臺中站 - 朝陽科技大學,53,大慶火車站,120.647835,24.11912833,回程,Daqing Station
158,高鐵臺中站 - 朝陽科技大學,54,九德(建國路),120.63425,24.11078,回程,Jiude(  Jianguo Rd.)
158,高鐵臺中站 - 朝陽科技大學,55,光日站,120.6260633,24.108596,回程,Guangri Stop
158,高鐵臺中站 - 朝陽科技大學,56,高鐵臺中站,120.615897,24.111169,回程,HSR Taichung Station